ChurnKey;CustomerKey;DateKey;LocalisationKey;ServiceKey;CustomerID;Gender;Age;MaritalStatus;City;State;MonthlyCharge;Contrat;PaymentMethod;Satisfaction_score;ChurValue;CustomerStatus;ChurnScore;ChurnCategory;CLTV;PhoneService;MultipleLines;InternetService;InternetType;StreamingTV;StreamingMovies;StreamingMusic;OnlineSecurity;DeviceProtection;SubscriptionDate;SubsciptionMonths;SubscriptionQuarter;ChurnDate
5581;5581;1109;357;4506;7855-DIWPO;Female;60;No;Sloughhouse;California;68,650001525878906;Month-to-Month;Bank Withdrawal;5;0;Stayed;21;;2006;1;0;1;Fiber Optic;0;0;0;0;0;2020-01-11;1;Q1;
5582;5582;1103;110;991;7856-GANIL;Male;71;Yes;Irvine;California;98,699996948242188;One Year;Bank Withdrawal;3;0;Stayed;66;;2535;1;1;1;Fiber Optic;1;0;0;0;1;2020-01-05;1;Q1;
5583;5583;1166;131;5224;7858-GTZSP;Female;33;No;San Lucas;California;86,550003051757813;Month-to-Month;Bank Withdrawal;5;0;Stayed;71;;2061;1;1;1;Fiber Optic;0;1;1;0;0;2020-03-08;3;Q1;
5584;5584;1274;1354;3692;7860-KSUGX;Male;25;Yes;Long Beach;California;64,449996948242188;Two Year;Credit Card;3;0;Stayed;74;;6330;1;1;1;Cable;0;0;0;1;1;2020-06-24;6;Q2;
5585;5585;1274;409;4849;7860-UXCRM;Male;22;Yes;San Gabriel;California;74,5;Two Year;Credit Card;4;0;Stayed;52;;6382;1;0;1;DSL;1;0;0;1;1;2020-06-24;6;Q2;
5586;5586;1236;357;1427;7861-UVUFT;Female;36;Yes;Sloughhouse;California;84,300003051757813;Month-to-Month;Bank Withdrawal;1;1;Churned;86;Competitor;4003;1;0;1;Cable;1;0;0;0;1;2020-05-17;5;Q2;2020-09-11
5587;5587;1164;434;4979;7868-BGSZA;Male;30;Yes;Riverside;California;80,199996948242188;One Year;Bank Withdrawal;3;0;Stayed;35;;5888;1;1;1;DSL;1;1;1;1;1;2020-03-06;3;Q1;
5588;5588;1203;472;580;7868-TMWMZ;Female;69;Yes;Berkeley;California;110;Two Year;Bank Withdrawal;5;0;Stayed;59;;4953;1;0;1;Fiber Optic;1;1;0;1;1;2020-04-14;4;Q2;
5589;5589;1269;828;5682;7869-ZYDST;Male;33;Yes;Hyampom;California;59,049999237060547;Month-to-Month;Credit Card;5;0;Stayed;59;;5841;1;1;1;Cable;1;0;0;0;0;2020-06-19;6;Q2;
5590;5590;1277;1351;4750;7872-BAAZR;Female;49;Yes;Norwalk;California;19,549999237060547;One Year;Bank Withdrawal;5;0;Stayed;29;;4670;1;0;0;None;0;0;0;0;0;2020-06-27;6;Q2;
5591;5591;1256;160;1081;7872-RDDLZ;Female;68;No;Piercy;California;54,900001525878906;Month-to-Month;Bank Withdrawal;4;0;Stayed;33;;4826;1;1;1;DSL;0;0;0;0;0;2020-06-06;6;Q2;
5592;5592;1197;637;3735;7873-CVMAW;Male;61;No;Van Nuys;California;88,550003051757813;Two Year;Credit Card;4;0;Stayed;32;;6468;1;1;1;DSL;1;1;1;1;1;2020-04-08;4;Q2;
5593;5593;1125;1620;4034;7874-ECPQJ;Female;57;No;Wofford Heights;California;20,049999237060547;Month-to-Month;Bank Withdrawal;5;0;Stayed;57;;4462;1;0;0;None;0;0;0;0;0;2020-01-27;1;Q1;
5594;5594;1130;132;3103;7876-AEHIG;Female;48;No;Daly City;California;60,150001525878906;One Year;Bank Withdrawal;3;0;Stayed;37;;5404;0;0;1;DSL;1;1;1;1;1;2020-02-01;2;Q1;
5595;5595;1273;919;6285;7876-BEUTG;Female;34;No;San Bruno;California;48,799999237060547;Month-to-Month;Credit Card;4;0;Stayed;57;;2577;1;1;1;DSL;0;0;0;0;0;2020-06-23;6;Q2;
5596;5596;1157;1590;3519;7876-DNYAP;Female;29;Yes;Washington;California;19,799999237060547;Two Year;Credit Card;5;0;Stayed;36;;5423;1;0;0;None;0;0;0;0;0;2020-02-28;2;Q1;
5597;5597;1148;36;4124;7878-JGDKK;Male;38;No;Selma;California;44,549999237060547;Month-to-Month;Credit Card;3;0;Stayed;45;;2124;1;0;1;Cable;0;0;0;0;0;2020-02-19;2;Q1;
5598;5598;1285;1131;6835;7878-RTCZG;Female;55;No;Inglewood;California;19,899999618530273;Month-to-Month;Credit Card;4;0;Joined;80;;4050;1;0;0;None;0;0;0;0;0;2020-07-05;7;Q3;
5599;5599;1220;1028;6030;7879-CGSFV;Male;19;No;Sugarloaf;California;100,90000152587891;One Year;Credit Card;4;0;Stayed;22;;5101;1;0;1;Fiber Optic;1;1;1;1;0;2020-05-01;5;Q2;
5600;5600;1222;1419;6101;7880-XSOJX;Male;50;No;Garden Grove;California;42,400001525878906;Month-to-Month;Credit Card;4;0;Stayed;74;;4282;0;0;1;DSL;0;0;0;1;0;2020-05-03;5;Q2;
5601;5601;1275;988;1445;7881-EVUAD;Female;49;No;Oroville;California;42,599998474121094;Month-to-Month;Bank Withdrawal;2;1;Churned;79;Competitor;4648;0;0;1;DSL;0;1;1;1;0;2020-06-25;6;Q2;2020-09-26
5602;5602;1187;582;2308;7881-INRLC;Male;34;No;San Mateo;California;100,84999847412109;Month-to-Month;Credit Card;1;1;Churned;70;Competitor;4898;1;1;1;Fiber Optic;1;1;1;0;0;2020-03-29;3;Q1;2020-09-11
5603;5603;1269;248;4279;7883-ROJOC;Female;33;Yes;Point Reyes Station;California;44,900001525878906;Month-to-Month;Credit Card;5;0;Stayed;76;;5842;1;0;1;Cable;0;0;0;0;0;2020-06-19;6;Q2;
5604;5604;1137;174;206;7890-VYYWG;Male;67;Yes;Sutter;California;36,450000762939453;Month-to-Month;Credit Card;1;1;Churned;89;Competitor;3766;0;0;1;DSL;1;0;0;0;0;2020-02-08;2;Q1;2020-08-16
5605;5605;1183;851;1146;7892-POOKP;Female;23;Yes;Los Angeles;California;104,80000305175781;Month-to-Month;Bank Withdrawal;3;1;Churned;84;Other;5003;1;1;1;Fiber Optic;1;1;1;0;1;2020-03-25;3;Q1;2020-07-19
5606;5606;1156;646;3803;7892-QVYKW;Female;25;Yes;El Cajon;California;85,599998474121094;Month-to-Month;Bank Withdrawal;3;0;Stayed;25;;3513;1;1;1;Fiber Optic;0;1;1;0;0;2020-02-27;2;Q1;
5607;5607;1168;718;1434;7893-IXHRQ;Male;53;No;Sacramento;California;20,549999237060547;Month-to-Month;Bank Withdrawal;2;1;Churned;87;Attitude;5636;1;0;0;None;0;0;0;0;0;2020-03-10;3;Q1;2020-09-22
5608;5608;1257;1342;6823;7895-VONWT;Female;20;No;Manhattan Beach;California;48,25;Month-to-Month;Bank Withdrawal;5;0;Stayed;46;;4284;0;0;1;Cable;1;1;1;0;1;2020-06-07;6;Q2;
5609;5609;1263;1224;3500;7898-PDWQE;Male;22;Yes;Maxwell;California;80,400001525878906;Two Year;Credit Card;3;0;Stayed;20;;5228;1;1;1;DSL;0;1;1;1;1;2020-06-13;6;Q2;
5610;5610;1267;270;4556;7901-HXJVA;Male;20;No;Chico;California;76,449996948242188;Month-to-Month;Bank Withdrawal;4;0;Stayed;52;;2292;1;0;1;Fiber Optic;0;0;0;0;1;2020-06-17;6;Q2;
5611;5611;1272;1149;5958;7901-IIDQV;Male;28;No;San Diego;California;54,599998474121094;One Year;Bank Withdrawal;3;0;Stayed;51;;3398;1;1;1;Cable;0;0;0;0;0;2020-06-22;6;Q2;
5612;5612;1106;539;676;7901-TBKJX;Male;76;No;Twentynine Palms;California;101,05000305175781;Two Year;Bank Withdrawal;3;0;Stayed;65;;5514;1;1;1;Fiber Optic;1;1;0;0;1;2020-01-08;1;Q1;
5613;5613;1121;247;286;7903-CMPEY;Male;78;Yes;Corte Madera;California;80,300003051757813;Month-to-Month;Bank Withdrawal;1;1;Churned;87;Competitor;4138;1;1;1;Fiber Optic;0;0;0;1;0;2020-01-23;1;Q1;2020-08-22
5614;5614;1140;274;625;7905-NJMXS;Male;68;Yes;Williams;California;64,199996948242188;Two Year;Bank Withdrawal;4;0;Stayed;74;;5116;1;1;1;Cable;0;0;0;1;0;2020-02-11;2;Q1;
5615;5615;1114;1469;3088;7905-TVXTA;Female;63;No;Salinas;California;64,349998474121094;Month-to-Month;Bank Withdrawal;4;0;Stayed;35;;4771;1;0;1;DSL;1;0;0;1;0;2020-01-16;1;Q1;
5616;5616;1101;955;2024;7908-QCBCA;Female;47;Yes;Atwater;California;69,400001525878906;Month-to-Month;Mailed Check;1;1;Churned;65;Competitor;2404;1;0;1;Fiber Optic;0;0;0;0;0;2020-01-03;1;Q1;2020-07-23
5617;5617;1273;1507;4303;7909-FIOIY;Female;21;Yes;Santa Clara;California;24,850000381469727;Month-to-Month;Credit Card;5;0;Stayed;39;;2958;0;0;1;Cable;0;0;0;0;0;2020-06-23;6;Q2;
5618;5618;1254;855;2127;7912-SYRQT;Female;35;No;Los Angeles;California;75,099998474121094;Month-to-Month;Bank Withdrawal;2;1;Churned;96;Competitor;5514;1;1;1;Fiber Optic;0;0;0;0;0;2020-06-04;6;Q2;2020-09-05
5619;5619;1196;538;2801;7916-VCCPB;Female;58;Yes;Parker Dam;California;73,25;Month-to-Month;Bank Withdrawal;3;0;Stayed;22;;3624;1;0;1;Fiber Optic;0;0;0;0;0;2020-04-07;4;Q2;
5620;5620;1099;922;5275;7919-ZODZZ;Female;32;Yes;Antioch;California;65,900001525878906;One Year;Credit Card;4;0;Stayed;78;;5289;1;0;1;DSL;0;1;1;0;1;2020-01-01;1;Q1;
5621;5621;1169;1573;6632;7921-BEPCI;Female;40;No;Rocklin;California;59,75;Two Year;Bank Withdrawal;3;0;Stayed;59;;4515;1;1;1;DSL;0;0;0;1;0;2020-03-11;3;Q1;
5622;5622;1260;843;1129;7921-LMDFQ;Male;69;No;Chula Vista;California;94;One Year;Bank Withdrawal;4;0;Stayed;77;;6034;1;0;1;Fiber Optic;1;1;1;0;1;2020-06-10;6;Q2;
5623;5623;1218;597;751;7923-IYJWY;Male;68;No;Twain Harte;California;116,09999847412109;Two Year;Credit Card;3;0;Stayed;60;;5896;1;1;1;Fiber Optic;1;1;0;1;1;2020-04-29;4;Q2;
5624;5624;1115;607;764;7924-GJZFI;Female;75;Yes;Jackson;California;69,300003051757813;Two Year;Bank Withdrawal;4;0;Stayed;50;;4442;1;0;1;Fiber Optic;0;0;0;0;0;2020-01-17;1;Q1;
5625;5625;1207;1370;4858;7925-PNRGI;Female;51;Yes;Chula Vista;California;81,300003051757813;Month-to-Month;Credit Card;3;0;Stayed;77;;3111;1;1;1;DSL;1;0;0;1;1;2020-04-18;4;Q2;
5626;5626;1316;1479;5256;7926-IJOOU;Male;50;No;San Francisco;California;19,299999237060547;Month-to-Month;Credit Card;5;0;Joined;47;;5626;1;0;0;None;0;0;0;0;0;2020-08-05;8;Q3;
5627;5627;1239;890;1584;7927-AUXBZ;Female;45;No;Sun City;California;85,150001525878906;Month-to-Month;Bank Withdrawal;2;1;Churned;76;Attitude;4417;1;0;1;Fiber Optic;1;0;0;0;0;2020-05-20;5;Q2;2020-07-22
5628;5628;1125;1170;4018;7928-VJYAB;Male;44;Yes;Lemoore;California;90,599998474121094;Month-to-Month;Bank Withdrawal;5;0;Stayed;65;;2004;1;0;1;Fiber Optic;1;1;1;0;0;2020-01-27;1;Q1;
5629;5629;1271;1443;2992;7929-DMBCV;Female;45;Yes;Arroyo Grande;California;81;Month-to-Month;Mailed Check;3;0;Stayed;22;;4741;1;0;1;Fiber Optic;0;0;0;0;1;2020-06-21;6;Q2;
5630;5630;1210;429;6022;7929-SKFGK;Male;23;Yes;Mentone;California;114,30000305175781;Two Year;Credit Card;4;0;Stayed;24;;4280;1;1;1;Fiber Optic;1;1;1;1;1;2020-04-21;4;Q2;
5631;5631;1159;1240;2477;7931-PXHFC;Male;46;No;Duarte;California;62,299999237060547;One Year;Credit Card;3;1;Churned;83;Dissatisfaction;3818;1;0;1;Cable;0;1;1;0;1;2020-03-01;3;Q1;2020-08-13
5632;5632;1196;302;358;7932-WPTDS;Female;77;Yes;San Diego;California;24,799999237060547;Month-to-Month;Bank Withdrawal;1;1;Churned;73;Competitor;5377;0;0;1;DSL;0;0;0;0;0;2020-04-07;4;Q2;2020-08-10
5633;5633;1243;1073;1680;7938-OUHIO;Male;28;No;Mill Valley;California;98,699996948242188;Month-to-Month;Bank Withdrawal;3;1;Churned;72;Attitude;3916;1;0;1;Fiber Optic;1;1;1;0;1;2020-05-24;5;Q2;2020-07-02
5634;5634;1154;376;3725;7940-UQQUG;Female;42;Yes;Thousand Oaks;California;104,40000152587891;One Year;Bank Withdrawal;4;0;Stayed;33;;5133;1;1;1;Fiber Optic;1;1;1;1;0;2020-02-25;2;Q1;
5635;5635;1248;1603;3562;7941-RCJOW;Male;34;No;Tehama;California;19,549999237060547;Two Year;Credit Card;5;0;Stayed;76;;4309;1;0;0;None;0;0;0;0;0;2020-05-29;5;Q2;
5636;5636;1205;262;1415;7943-RQCHR;Female;34;No;Davis;California;94,75;Month-to-Month;Bank Withdrawal;2;1;Churned;83;Competitor;2893;1;1;1;Fiber Optic;1;1;1;0;0;2020-04-16;4;Q2;2020-07-08
5637;5637;1238;234;3104;7945-HLKEA;Female;29;No;Half Moon Bay;California;64,75;One Year;Bank Withdrawal;3;0;Stayed;25;;6408;1;1;1;DSL;0;0;0;1;1;2020-05-19;5;Q2;
5638;5638;1154;84;6680;7945-PRBVF;Male;47;No;Nevada City;California;21,450000762939453;Two Year;Bank Withdrawal;3;0;Stayed;71;;3967;1;0;0;None;0;0;0;0;0;2020-02-25;2;Q1;
5639;5639;1195;1038;5064;7950-XWOVN;Male;60;No;Oxnard;California;34,700000762939453;Month-to-Month;Credit Card;5;0;Stayed;73;;4310;0;0;1;DSL;0;0;0;0;1;2020-04-06;4;Q2;
5640;5640;1155;687;2317;7951-QKZPL;Female;21;Yes;Saint Helena;California;24,5;Two Year;Credit Card;3;1;Churned;77;Price;5194;1;1;0;None;0;0;0;0;0;2020-02-26;2;Q1;2020-09-18
5641;5641;1120;1411;3950;7951-VRDVK;Female;26;No;Laguna Hills;California;85,849998474121094;One Year;Bank Withdrawal;4;0;Stayed;64;;4898;1;0;1;Cable;1;1;1;1;1;2020-01-22;1;Q1;
5642;5642;1367;640;6947;7952-OBOYL;Male;24;No;Upland;California;89,849998474121094;Month-to-Month;Credit Card;5;0;Joined;53;;4096;1;0;1;Fiber Optic;1;0;1;0;1;2020-09-25;9;Q3;
5643;5643;1136;1428;2947;7954-MLBUN;Male;41;No;Santa Barbara;California;99,449996948242188;Two Year;Bank Withdrawal;5;0;Stayed;64;;2021;1;0;1;Fiber Optic;1;1;1;0;1;2020-02-07;2;Q1;
5644;5644;1144;631;6869;7956-XQWGU;Male;43;No;Long Beach;California;19,399999618530273;Month-to-Month;Credit Card;4;0;Stayed;25;;5975;1;0;0;None;0;0;0;0;0;2020-02-15;2;Q1;
5645;5645;1228;371;452;7957-RYHQD;Female;65;No;Bellflower;California;79,199996948242188;Month-to-Month;Credit Card;1;1;Churned;94;Price;3207;1;0;1;Fiber Optic;0;0;0;1;0;2020-05-09;5;Q2;2020-09-06
5646;5646;1261;995;1471;7963-GQRMY;Female;19;Yes;Los Angeles;California;44,299999237060547;Month-to-Month;Credit Card;2;1;Churned;88;Price;4903;1;0;1;DSL;0;0;1;0;0;2020-06-11;6;Q2;2020-09-10
5647;5647;1218;791;4170;7963-SHNDT;Female;63;No;Redwood City;California;39,099998474121094;Two Year;Credit Card;3;0;Stayed;52;;4247;0;0;1;DSL;0;0;0;1;0;2020-04-29;4;Q2;
5648;5648;1236;441;6097;7964-VEXDG;Male;61;No;Anaheim;California;80,349998474121094;Month-to-Month;Bank Withdrawal;3;0;Stayed;62;;4579;1;1;1;Fiber Optic;0;0;0;1;0;2020-05-17;5;Q2;
5649;5649;1186;309;5062;7964-YESJC;Female;21;Yes;Moorpark;California;66,300003051757813;Month-to-Month;Credit Card;3;0;Stayed;45;;2235;1;1;1;DSL;0;0;0;1;1;2020-03-28;3;Q1;
5650;5650;1135;295;6915;7964-ZRKKG;Male;44;Yes;Van Nuys;California;88,400001525878906;One Year;Bank Withdrawal;5;0;Stayed;49;;6251;1;1;1;Fiber Optic;1;0;0;0;0;2020-02-06;2;Q1;
5651;5651;1270;994;4633;7966-YOTQW;Male;29;No;Nubieber;California;54,5;Month-to-Month;Credit Card;4;0;Stayed;59;;4163;1;1;1;DSL;0;0;0;1;0;2020-06-20;6;Q2;
5652;5652;1188;200;3798;7967-HYCDE;Male;26;No;Spring Valley;California;70,699996948242188;Month-to-Month;Bank Withdrawal;5;0;Stayed;27;;4946;1;0;1;Fiber Optic;0;0;1;0;0;2020-03-30;3;Q1;
5653;5653;1133;81;4558;7968-QUXNS;Male;24;No;Dobbins;California;18,950000762939453;Month-to-Month;Mailed Check;4;0;Stayed;68;;5920;1;0;0;None;0;0;0;0;0;2020-02-04;2;Q1;
5654;5654;1183;237;2299;7969-AULMZ;Female;63;No;San Francisco;California;97,349998474121094;Month-to-Month;Bank Withdrawal;3;1;Churned;89;Other;4321;1;1;1;Fiber Optic;1;1;1;0;0;2020-03-25;3;Q1;2020-08-12
5655;5655;1235;1454;3028;7969-FFOWG;Male;30;Yes;Littlerock;California;19,899999618530273;Two Year;Credit Card;4;0;Stayed;34;;6312;1;0;0;None;0;0;0;0;0;2020-05-16;5;Q2;
5656;5656;1120;1246;2845;7971-HLVXI;Male;62;Yes;San Bernardino;California;84,5;Two Year;Credit Card;5;0;Stayed;50;;6202;1;1;1;Fiber Optic;0;1;1;0;0;2020-01-22;1;Q1;
5657;5657;1108;1404;4981;7973-DZRKH;Female;20;No;Riverside;California;90,949996948242188;Two Year;Credit Card;3;0;Stayed;74;;6204;1;1;1;Fiber Optic;0;0;0;1;1;2020-01-10;1;Q1;
5658;5658;1257;64;5429;7975-JMZNT;Male;19;Yes;Columbia;California;91,699996948242188;Two Year;Bank Withdrawal;3;0;Stayed;39;;5453;1;1;1;DSL;1;1;1;1;1;2020-06-07;6;Q2;
5659;5659;1184;1465;3067;7975-TZMLR;Male;37;No;Reedley;California;103,09999847412109;One Year;Bank Withdrawal;4;0;Stayed;29;;5029;1;1;1;Fiber Optic;1;1;1;0;1;2020-03-26;3;Q1;
5660;5660;1218;1242;6908;7976-CICYS;Male;49;No;Woodland Hills;California;20,700000762939453;Month-to-Month;Credit Card;4;0;Stayed;76;;3027;1;0;0;None;0;0;0;0;0;2020-04-29;4;Q2;
5661;5661;1180;1554;6563;7977-HXJKU;Male;45;No;Scotia;California;19,600000381469727;Two Year;Credit Card;3;0;Stayed;46;;2447;1;0;0;None;0;0;0;0;0;2020-03-22;3;Q1;
5662;5662;1133;216;3917;7978-DKUQH;Female;26;Yes;Lake Elsinore;California;74,599998474121094;Month-to-Month;Bank Withdrawal;5;0;Stayed;35;;4591;1;0;1;Fiber Optic;0;0;0;0;1;2020-02-04;2;Q1;
5663;5663;1280;959;1383;7979-CORPM;Male;40;No;Oakdale;California;90,550003051757813;Month-to-Month;Credit Card;2;1;Churned;67;Other;5927;1;1;1;Fiber Optic;1;0;0;0;0;2020-06-30;6;Q2;2020-09-05
5664;5664;1188;1047;5151;7980-MHFLQ;Female;42;Yes;Independence;California;24,899999618530273;Two Year;Credit Card;3;0;Stayed;67;;5192;1;1;0;None;0;0;0;0;0;2020-03-30;3;Q1;
5665;5665;1271;649;2755;7982-VCELR;Female;20;No;Ramona;California;94,800003051757813;Month-to-Month;Credit Card;4;0;Stayed;22;;2807;1;0;1;Fiber Optic;1;1;1;0;0;2020-06-21;6;Q2;
5666;5666;1266;667;4050;7989-AWGEH;Male;24;Yes;San Luis Obispo;California;39,200000762939453;Month-to-Month;Bank Withdrawal;4;0;Stayed;39;;4810;0;0;1;DSL;0;1;1;1;0;2020-06-16;6;Q2;
5667;5667;1225;18;1220;7989-CHGTL;Male;52;No;San Diego;California;19,600000381469727;Month-to-Month;Credit Card;1;1;Churned;95;Competitor;3448;1;0;0;None;0;0;0;0;0;2020-05-06;5;Q2;2020-07-30
5668;5668;1129;1457;6213;7989-VCQOH;Male;29;Yes;Auberry;California;83,25;Month-to-Month;Bank Withdrawal;3;0;Stayed;43;;2065;1;0;1;DSL;1;1;1;1;1;2020-01-31;1;Q1;
5669;5669;1227;505;4563;7993-NQLJE;Male;39;Yes;Glenn;California;75,099998474121094;Month-to-Month;Mailed Check;4;0;Stayed;60;;4634;1;0;1;Fiber Optic;0;0;0;1;0;2020-05-08;5;Q2;
5670;5670;1256;965;1397;7993-PYKOF;Male;20;Yes;Rio Nido;California;75;Month-to-Month;Bank Withdrawal;1;1;Churned;80;Dissatisfaction;2587;1;0;1;Fiber Optic;0;0;1;1;0;2020-06-06;6;Q2;2020-07-03
5671;5671;1176;906;4113;7994-UYIVZ;Male;62;Yes;Miramonte;California;85,650001525878906;Month-to-Month;Bank Withdrawal;4;0;Stayed;72;;2512;1;1;1;Fiber Optic;0;1;1;0;0;2020-03-18;3;Q1;
5672;5672;1259;499;1088;7994-XIRTR;Male;79;No;Roseville;California;65,25;One Year;Bank Withdrawal;4;0;Stayed;66;;6161;1;0;1;DSL;0;1;0;0;1;2020-06-09;6;Q2;
5673;5673;1150;765;5042;7995-ZHHNZ;Male;56;Yes;Fullerton;California;56,099998474121094;One Year;Credit Card;4;0;Stayed;69;;5904;1;1;1;DSL;0;0;0;1;0;2020-02-21;2;Q1;
5674;5674;1115;684;4183;7996-BPXHY;Female;44;Yes;San Francisco;California;25;Two Year;Bank Withdrawal;4;0;Stayed;21;;4734;1;1;0;None;0;0;0;0;0;2020-01-17;1;Q1;
5675;5675;1188;1333;3852;7996-MHXLW;Female;51;No;Ocotillo;California;25,149999618530273;Two Year;Credit Card;5;0;Stayed;61;;6141;1;1;0;None;0;0;0;0;0;2020-03-30;3;Q1;
5676;5676;1102;326;3111;7997-EASSD;Female;56;Yes;Redwood City;California;81,199996948242188;One Year;Credit Card;3;0;Stayed;64;;6063;1;1;1;Fiber Optic;0;0;0;0;0;2020-01-04;1;Q1;
5677;5677;1233;921;5262;7998-WNZEM;Male;51;No;San Francisco;California;80,599998474121094;Two Year;Bank Withdrawal;4;0;Stayed;47;;5447;1;1;1;DSL;0;1;1;1;1;2020-05-14;5;Q2;
5678;5678;1210;337;5342;7998-ZLXWN;Female;21;Yes;Larkspur;California;20,450000762939453;Month-to-Month;Credit Card;4;0;Stayed;78;;5184;1;0;0;None;0;0;0;0;0;2020-04-21;4;Q2;
5679;5679;1115;104;126;8000-REIQB;Female;73;No;San Diego;California;69,949996948242188;Month-to-Month;Bank Withdrawal;2;1;Churned;94;Competitor;3208;1;0;1;Fiber Optic;0;0;0;0;0;2020-01-17;1;Q1;2020-08-04
5680;5680;1242;156;5496;8003-EWNDZ;Female;52;No;Philo;California;21,200000762939453;Month-to-Month;Bank Withdrawal;4;0;Stayed;34;;2066;1;0;0;None;0;0;0;0;0;2020-05-23;5;Q2;
5681;5681;1293;624;6785;8006-PYCSW;Female;60;No;Los Angeles;California;20,100000381469727;Month-to-Month;Credit Card;5;0;Joined;65;;2051;1;0;0;None;0;0;0;0;0;2020-07-13;7;Q3;
5682;5682;1121;888;3921;8007-YYPWD;Female;52;No;Homeland;California;25,049999237060547;Two Year;Bank Withdrawal;5;0;Stayed;43;;5218;1;1;0;None;0;0;0;0;0;2020-01-23;1;Q1;
5683;5683;1247;1191;6401;8008-ESFLK;Female;43;Yes;Capitola;California;110,5;One Year;Bank Withdrawal;3;0;Stayed;59;;4135;1;0;1;Fiber Optic;1;1;1;1;1;2020-05-28;5;Q2;
5684;5684;1120;1234;2124;8008-HAWED;Male;38;No;Los Angeles;California;50,75;Month-to-Month;Bank Withdrawal;1;1;Churned;82;Competitor;4883;0;0;1;Cable;1;1;1;0;1;2020-01-22;1;Q1;2020-08-12
5685;5685;1267;1420;5049;8008-OTEZX;Female;30;Yes;Villa Park;California;19,649999618530273;One Year;Credit Card;3;0;Stayed;26;;3739;1;0;0;None;0;0;0;0;0;2020-06-17;6;Q2;
5686;5686;1150;293;339;8010-EZLOU;Male;75;No;San Marino;California;80,199996948242188;Month-to-Month;Bank Withdrawal;1;1;Churned;76;Competitor;4958;1;1;1;Fiber Optic;0;0;0;0;0;2020-02-21;2;Q1;2020-07-19
5687;5687;1120;366;480;8012-SOUDQ;Female;65;No;Los Angeles;California;90,25;One Year;Bank Withdrawal;4;0;Stayed;52;;2223;1;1;1;Fiber Optic;1;0;0;0;0;2020-01-22;1;Q1;
5688;5688;1263;1253;5047;8015-IHCGW;Female;53;Yes;Garden Grove;California;115,5;Two Year;Bank Withdrawal;4;0;Stayed;65;;4017;1;1;1;Fiber Optic;1;1;1;1;1;2020-06-13;6;Q2;
5689;5689;1266;743;960;8016-NCFVO;Male;70;No;Glendale;California;116,5;Month-to-Month;Bank Withdrawal;4;0;Stayed;58;;4222;1;1;1;Fiber Optic;1;1;0;1;1;2020-06-16;6;Q2;
5690;5690;1205;504;621;8016-ZMGMO;Female;73;Yes;Colusa;California;70,849998474121094;One Year;Bank Withdrawal;5;0;Stayed;37;;5572;1;1;1;Cable;1;0;0;0;1;2020-04-16;4;Q2;
5691;5691;1149;89;104;8017-LXHFA;Female;77;No;San Diego;California;94,75;Month-to-Month;Bank Withdrawal;2;1;Churned;95;Competitor;2740;1;0;1;Fiber Optic;1;1;0;0;0;2020-02-20;2;Q1;2020-08-13
5692;5692;1167;1357;2662;8017-UVSZU;Female;62;Yes;Calabasas;California;56,599998474121094;Month-to-Month;Credit Card;5;0;Stayed;72;;3359;1;1;1;DSL;0;0;0;0;0;2020-03-09;3;Q1;
5693;5693;1250;244;2319;8019-ENHXU;Male;50;Yes;Oakland;California;99,449996948242188;Month-to-Month;Bank Withdrawal;2;1;Churned;96;Dissatisfaction;4624;1;1;1;Fiber Optic;0;1;1;0;1;2020-05-31;5;Q2;2020-09-23
5694;5694;1244;292;337;8020-BWHYL;Female;70;No;Montrose;California;75,300003051757813;Month-to-Month;Credit Card;3;1;Churned;91;Competitor;4526;1;0;1;Fiber Optic;0;0;0;0;0;2020-05-25;5;Q2;2020-08-13
5695;5695;1156;756;3815;8022-BECSI;Male;62;No;Santa Ysabel;California;19,600000381469727;One Year;Credit Card;5;0;Stayed;37;;2203;1;0;0;None;0;0;0;0;0;2020-02-27;2;Q1;
5696;5696;1264;767;1000;8023-QHAIO;Female;72;Yes;Corona;California;76,849998474121094;Month-to-Month;Bank Withdrawal;3;0;Stayed;66;;6035;1;1;1;Fiber Optic;0;0;0;0;0;2020-06-14;6;Q2;
5697;5697;1104;710;912;8024-XNAFQ;Female;66;No;Isleton;California;107,40000152587891;Two Year;Bank Withdrawal;4;0;Stayed;56;;5294;1;1;1;Fiber Optic;0;1;1;1;1;2020-01-06;1;Q1;
5698;5698;1188;367;2582;8028-PNXHQ;Male;40;Yes;Downey;California;24,25;Two Year;Bank Withdrawal;5;0;Stayed;33;;4444;1;1;0;None;0;0;0;0;0;2020-03-30;3;Q1;
5699;5699;1105;764;996;8029-XYPWT;Male;72;Yes;Anaheim;California;115,05000305175781;Two Year;Bank Withdrawal;4;0;Stayed;53;;4438;1;1;1;Fiber Optic;1;1;0;1;1;2020-01-07;1;Q1;
5700;5700;1244;1485;6310;8033-ATFAS;Female;32;Yes;San Mateo;California;59,849998474121094;Month-to-Month;Credit Card;3;0;Stayed;47;;3900;1;0;1;Cable;1;0;0;0;1;2020-05-25;5;Q2;
5701;5701;1186;1530;6492;8033-VCZGH;Male;27;Yes;Tracy;California;103,94999694824219;One Year;Bank Withdrawal;3;0;Stayed;42;;4363;1;1;1;Fiber Optic;1;1;1;1;1;2020-03-28;3;Q1;
